requirement_id,section,short_requirement,implementation_files,implementation_symbols,tests,evidence_path,status,reviewer,notes
AUD-05,3.3,DiversityKey dimensions audited,src/modelnet/piece_picker.cpp,DiversityKey,src/test/modelnet_convergence_tests.cpp,src/test/modelnet_convergence_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
AUD-06,3.3,SourceIsFresh / SourceHasPiece treat unknown conservatively,src/modelnet/piece_picker.cpp,SourceIsFresh;SourceHasPiece,src/test/modelnet_network02_tests.cpp,src/test/modelnet_network02_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,last_update_ms==0 is not all-have when now_ms>0
AUD-07,3.3,RAII workers audited at every early return,src/modelnet/helper.cpp;src/modelnet/transfer_session.h,ThreadJoin,src/test/modelnet_network02_tests.cpp,src/test/modelnet_network02_tests.cpp,IMPLEMENTED_NOT_YET_PROVEN,continue-20260917-round3,sanitizer NOT_RUN
AUD-08,3.3,release wrap cap audited,src/modelnet/crypto.h,RELEASE_WRAP_MAX_BYTES,src/test/modelnet_network02_audit_tests.cpp,src/test/modelnet_network02_audit_tests.cpp,DEFERRED_WITH_EVIDENCE,continue-20260917-round3,operator-accepted refuse->64MiB disposition rather than streaming container
AUD-09,3.3,crash-safe piece commit audited,src/modelnet/store.cpp;src/modelnet/piece_store.cpp,ModelStore::PutVerifiedPiece,src/test/modelnet_network02_tests.cpp,src/test/modelnet_network02_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,tmp+rename
AUD-10,3.3,response metadata cannot retarget pieces_root,src/modelnet/catalog.cpp,PutFetchedPiece,src/test/modelnet_convergence_tests.cpp,src/test/modelnet_convergence_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
AUD-11,3.3,economic routes are not authorization,src/modelnet/subscription_mandate.cpp;src/modelnet/helper.cpp,automatic_spend_atoms;PrepareFundingPlan,src/test/modelnet_submandate_tests.cpp,audit/r8-wallet.md,IMPLEMENTED_WITH_GAP,r-disposition-round2-20260917,unsigned FUND prepare only and the F2 wallet-signing leg is HONEST_NOT_RUN because no code path connects a mandate to signing; modelnet_r8_mandate_tests.cpp dropped from the evidence column - it is not in the CMake source list and was never executed
AUD-12,3.3,docs generated from executable RPC surface,doc/modelnet/rpc.md;contrib/modelnet/validate-doc-examples.sh,ResolveHelperMethodAlias,src/test/modelnet_network02_audit_tests.cpp,src/test/modelnet_network02_audit_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-1.1-01,1.1,coordinated transfer engine delivered,src/modelnet/transfer_session.cpp;src/modelnet/piece_picker.cpp,TransferSession;PickRarestFirst,src/test/modelnet_convergence_tests.cpp;src/test/modelnet_r1_swarm_tests.cpp,audit/r1-swarm.md,IMPLEMENTED_WITH_GAP,continue-20260917-round3,engine present; live loop still one-shot on the production path (see V-05)
S-1.1-02,1.1,adaptive upload service delivered,src/modelnet/upload_scheduler_drr.cpp;src/modelnet/upload_scheduler.cpp,UploadSchedulerDrr;UploadScheduler,src/test/modelnet_convergence_tests.cpp;src/test/modelnet_upload_scale_tests.cpp,src/test/modelnet_convergence_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,in-process DRR with 10k queued; not real sockets
S-1.1-03,1.1,safe cloud-backed storage and ingestion delivered,src/modelnet/s3_store.cpp;src/modelnet/piece_store.cpp;src/modelnet/import_coordinator.cpp,S3PieceStore;TieredPieceStore;ImportCoordinator,src/test/modelnet_cloud_tests.cpp;src/test/modelnet_r2_storage_tests.cpp,audit/e2e/minio-layouts.log,IMPLEMENTED_WITH_GAP,continue-20260917-round3,real MinIO container store + independent GET + sha384 PROVEN for AUTO and SOURCE_FILES; PIECE_OBJECTS stores nothing and no R2/AWS canary
S-1.1-04,1.1,native-packaged torrent interoperability delivered,src/modelnet/source_torrent.cpp,TorrentByteSource;MapTorrentRangeSafe;ReverseTorrentBridge,src/test/modelnet_network02_import_tests.cpp;src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_WITH_GAP,continue-20260917-round3,offset map + path reject native; btx-torrentd subprocess OPERATOR_GATED
S-1.1-05,1.1,portable BTX descriptors delivered,src/modelnet/package_core.cpp;src/modelnet/package_bundle.cpp,EncodeBtxPackage;EncodeBtxBundle;PackageCoreId,src/test/modelnet_r7_package_tests.cpp;src/test/modelnet_convergence_tests.cpp,audit/btx-package-vectors/,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,valid+invalid golden vectors written
S-1.1-06,1.1,durable subscriptions delivered,src/modelnet/subscription_mandate.cpp;src/modelnet/model_watch.cpp,SubscriptionMandate;ModelWatchStore,src/test/modelnet_submandate_tests.cpp;src/test/modelnet_watch_tests.cpp,src/test/modelnet_submandate_tests.cpp,IMPLEMENTED_WITH_GAP,continue-20260917-round3,prepare-only; F2 wallet-signed path NOT_RUN
S-1.1-07,1.1,stronger model discovery delivered,src/modelnet/query_router.cpp;src/modelnet/search.cpp;src/modelnet/provider_route.cpp,QueryRouter;SearchIndex;RoutingTable,src/test/modelnet_r4_route_tests.cpp;src/test/modelnet_network02_tests.cpp,src/test/modelnet_r4_route_tests.cpp,IMPLEMENTED_WITH_GAP,continue-20260917-round3,local + signature checks proven; 20-peer mesh NOT_RUN
S-1.1-08,1.1,erasure-assisted preservation delivered,src/modelnet/erasure_store.cpp;src/modelnet/erasure_manifest.cpp,EncodeShards;ReconstructShards;StripeReconstructable,src/test/modelnet_r6_erasure_tests.cpp;src/test/modelnet_erasure_io_tests.cpp,src/test/modelnet_r6_erasure_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,per-stripe condition proven; not huge-model scale
S-1.1-09,1.1,every advanced item appears in the work ledger and cannot silently disappear,audit/requirement-traceability.csv;audit/0348-remaining-unique-todos.md,n/a,src/test/modelnet_unique_todo_tests.cpp,audit/0348-remaining-unique-todos.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,20 unique-todo cases assert the NOT_RUN status is reported rather than hidden
S-1.1-10,1.1,every nonshipping experiment has documented result/owner/operator disposition,src/modelnet/helper.cpp,evaluated_transport,src/test/modelnet_network02_audit_tests.cpp,/home/administrator/Documents/btxchain/.0348-network02-evaluated-transport.local.md,DEFERRED_WITH_EVIDENCE,continue-20260917-round3,uTP/QUIC/CDC/one-hop-privacy dispositions recorded
S-1.1-11,1.1,no remote inference / compute procurement / governance / messaging / new consensus money rules added,src/modeld.cpp,n/a,n/a,audit/hcp-authority-matrix.md,INCOMPATIBLE_BY_DESIGN,continue-20260917-round3,explicitly excluded from 0.34.8 scope
S-1.1-12,1.1,external source adapters never become authorities over BTX money or model identity,src/modelnet/source_policy.cpp;src/modelnet/import_coordinator.cpp,TorrentWorkerReceivesS3Credentials;ImportCoordinator,src/test/modelnet_convergence_tests.cpp;src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_convergence_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,coordinator derives identity; worker cannot declare final ID
S-1.2-01,1.2,btxd retains consensus/ExactReplay/monetary signing/issuance/fork choice/BanMan/AddrMan,src/init.cpp;src/rpc/modelnet.cpp;src/modelnet/provider_route.cpp,RoutingTouchesAddrMan,src/test/modelnet_r4_route_tests.cpp,audit/hcp-authority-matrix.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,RoutingTouchesAddrMan() asserted false
S-1.2-02,1.2,btx-modeld owns model metadata/discovery/storage/transfer/events/economic coordination,src/modelnet/helper.cpp;src/modelnet/supervisor.cpp,DispatchHelperRpc;ProxyOrLocal,src/test/modelnet_convergence_tests.cpp,audit/hcp-evidence.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,two-process split proven as a running process boundary (btxd + btx-modeld + btx-hcpd)
S-1.2-03,1.2,cloud/torrent workers receive no wallet secrets or signing sockets,src/modelnet/source_policy.cpp;src/modelnet/access_policy.cpp,TorrentWorkerReceivesS3Credentials,src/test/modelnet_convergence_tests.cpp;src/test/modelnet_sentinel_secret_tests.cpp,src/test/modelnet_sentinel_secret_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,sentinel-credential grep proven in package/RPC surface
S-1.2-04,1.2,workers receive no chainstate handles or unrestricted filesystem access,src/modelnet/import_coordinator.cpp;src/modelnet/source_local.cpp,ImportRelPathUnsafe;LocalFileByteSource,src/test/modelnet_r3_import_tests.cpp;src/test/modelnet_r10_security_tests.cpp,src/test/modelnet_r10_security_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,path escape/symlink/device rejected
S-1.2-05,1.2,a helper outage must not interrupt monetary validation,src/init.cpp;src/rpc/modelnet.cpp,ProxyOrLocal;HELPER_DOWN,test/functional/feature_modelnet_0348_ops.py,test/functional/feature_modelnet_0348_ops.py:851-865,IMPLEMENTED_AND_PROVEN,r-disposition-round2-20260917,re-disposed from NOT_YET_PROVEN: audit/r9-compat.md §1 records an executed functional test on isolated regtest that SIGTERMs a real btx-modeld while getblockcount and getblockchaininfo keep serving and helper-backed RPC fails closed; the HCP-OPS-02 NOT_RUN label is stale because it bundles this proven half with the OFF build
S-1.2-06,1.2,a WITH_MODELNET=OFF build must compile and run without model/torrent/S3 deps,src/modelnet/CMakeLists.txt;src/modelnet/disabled_stub.h;contrib/modelnet/check-with-modelnet-off.sh,WITH_MODELNET,src/test/modelnet_unique_todo_tests.cpp,contrib/modelnet/check-with-modelnet-off.sh,IMPLEMENTED_NOT_YET_PROVEN,continue-20260917-round3,stub + checker script exist; second cmake tree NOT_RUN (one-compile-tree disk rule)
S-1.2-07,1.2,native model sessions retain strict PQ1,src/modelnet/transport_pq.cpp;src/modelnet/pq1_runtime.cpp,transport_pq;pq1_runtime,src/test/modelnet_b0_pq_rest_tests.cpp;src/test/modelnet_conn_tests.cpp,src/test/modelnet_b0_pq_rest_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-1.2-08,1.2,HTTPS/BitTorrent/S3 are labelled external compatibility transports,doc/modelnet/pq-transport.md;doc/modelnet/web-bridge-boundary.md,n/a,src/test/modelnet_network02_audit_tests.cpp,doc/modelnet/web-bridge-boundary.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-1.2-09,1.2,external transport availability never causes silent native-protocol downgrade,src/modelnet/hello_caps.cpp;src/modelnet/transport_pq.cpp,HelloCapabilityArray;HelloHasCapability,src/test/modelnet_network02_audit_tests.cpp,src/test/modelnet_network02_audit_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,UNSUPPORTED_CAPABILITY rather than a different operation
S-1.2-10,1.2,direct cloud download is a separately consented origin-assisted path not a PQ1 session,src/modelnet/origin_broker.cpp;src/modelnet/direct_seed.cpp,OriginBroker;DirectSeedAllowIssue,src/test/modelnet_network02_ef_tests.cpp;src/test/modelnet_r10_security_tests.cpp,src/test/modelnet_network02_ef_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,dual operator+requester consent enforced
S-1.2-11,1.2,model bytes still undergo BTX canonical verification regardless of transport,src/modelnet/store.cpp;src/modelnet/catalog.cpp,VerifyPiece;PutFetchedPiece,src/test/modelnet_network02_tests.cpp,src/test/modelnet_network02_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-1.2-12,1.2,global automatic BTX spending remains zero,src/modelnet/catalog.cpp;src/modelnet/helper.cpp,automatic_spend_atoms,src/test/modelnet_convergence_tests.cpp;src/test/modelnet_unique_todo_tests.cpp,src/test/modelnet_convergence_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,stays 0 across event/package/signature/URL routes
S-1.2-13,1.2,an event/package/signature/ranking/source URL does not authorize spending,src/modelnet/package_export.cpp;src/modelnet/event_journal.cpp,EventTextMayBecomeCommand;EventTextMayBecomeRpc,src/test/modelnet_r10_security_tests.cpp;src/test/modelnet_event_tests.cpp,src/test/modelnet_r10_security_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-1.2-14,1.2,existing exact-terms AgentMandate semantics preserved,src/modelnet/subscription_mandate.cpp,SignedTerms;ValidateMandate,src/test/modelnet_submandate_tests.cpp,audit/r8-wallet.md,IMPLEMENTED_NOT_YET_PROVEN,r-disposition-round2-20260917,SubscriptionMandate is a separate type so nothing was changed under the exact-terms path; the only test written for this claim (modelnet_r8_mandate_tests.cpp) is absent from the CMake source list and was never executed so no run proves non-regression
S-1.2-15,1.2,entering cloud credentials does not approve unlimited storage/requests/egress/publication,src/modelnet/s3_store.cpp;src/modelnet/import_plan.cpp,CloudStoreConfig;ImportPlan,src/test/modelnet_cloud_tests.cpp;src/test/modelnet_r2_storage_tests.cpp,src/test/modelnet_r2_storage_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,budget approval is a separate authorization_ref
S-1.3-01,1.3,IMPLEMENTED_AND_EXECUTED used only for an executed integrated call path,audit/requirement-traceability.csv;audit/acceptance-matrix-0.34.8.csv,n/a,n/a,audit/acceptance-matrix-notes.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,this round retires parent S-* over-claims; vocabulary mapped to the operator's six-value set
S-1.3-02,1.3,PARTIAL used when a library primitive exists but wiring is incomplete,audit/requirement-traceability.csv,n/a,n/a,audit/skipped-and-partial-2026-09-17.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,mapped to IMPLEMENTED_WITH_GAP / IMPLEMENTED_NOT_YET_PROVEN here
S-1.3-03,1.3,evidence tiers (simulation/conformance/process/wallet/cloud/WAN) remain distinguishable,audit/acceptance-matrix-0.34.8.csv;audit/hcp-evidence.md,n/a,n/a,audit/hcp-evidence.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,NATIVE_UNIT / PROCESS_E2E / OAUTH_LAB tiers are named per row
S-1.3-04,1.3,the public merge does not establish private-tree contents or deployed binaries,audit/final-convergence-baseline.md,n/a,n/a,audit/final-convergence-baseline.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,baseline records dirty/untracked counts separately from HEAD
S-1.3-05,1.3,actual starting SHA / dirty files / private changes recorded before edits,audit/final-convergence-baseline.md,n/a,n/a,audit/final-convergence-baseline.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,HEAD 573b4aa4; 295 dirty tracked; 246 untracked
S-2.1-01,2.1,git status/branch/HEAD/upstream/commits/version macros/build config recorded,audit/final-convergence-baseline.md,CLIENT_VERSION;CLIENT_VERSION_IS_RELEASE,n/a,audit/final-convergence-baseline.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,CLIENT_VERSION 0.34.8; IS_RELEASE false; BUILD_GUI OFF; WITH_MODELNET ON
S-2.1-02,2.1,existing first-run/aliases/watch-folder/cloud/package inventory taken,src/modelnet/firstrun.cpp;contrib/modelnet/btx-model,FirstRunConsent;ResolveHelperMethodAlias,src/test/modelnet_firstrun_tests.cpp;src/test/modelnet_first_run_tests.cpp,audit/capability-baseline.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-2.1-03,2.1,README/HUMANS/AGENTS/operator docs/wallet RPC/CMake boundaries read,README.md;doc/modelnet/,n/a,n/a,audit/agent-package-baseline.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-2.1-04,2.1,untracked operator files preserved; no tree reset or blind fetch,audit/final-convergence-baseline.md,n/a,n/a,audit/final-convergence-baseline.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,246 untracked paths retained
S-2.1-05,2.1,implementation ledger with id/code/location/gap/module/owner/tests/status/evidence,audit/requirement-traceability.csv,n/a,n/a,audit/requirement-traceability.csv,IMPLEMENTED_AND_PROVEN,r-disposition-round2-20260917,this file; 914 per-subrequirement rows with no parent S-* section claims and no blank status; rows re-dispositioned against r1-swarm r2-storage r3-imports r6-erasure r8-wallet and r9-compat carry reviewer r-disposition-round2-20260917 and name the finding id that moved them
S-2.1-06,2.1,privately fixed defects recorded as VERIFIED_FIXED_AFTER_RETEST not duplicated,src/test/modelnet_vstar_regression_tests.cpp,n/a,src/test/modelnet_vstar_regression_tests.cpp,src/test/modelnet_vstar_regression_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,V-star regression file holds the retest cases
S-2.2-01,2.2,coordinator exclusively owns shared contracts/registrars/CMake/migrations,src/modelnet/CMakeLists.txt,n/a,n/a,audit/final-convergence-handoff.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,process requirement; single aggregation point
S-2.2-02,2.2,fourteen lanes A-N have named owned implementation and integration partner,audit/final-convergence-handoff.md,n/a,n/a,audit/final-convergence-handoff.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,lane->module mapping recorded; lanes are agents not runtime features
S-2.2-03,2.2,frozen contracts before fan-out (VerifiedManifest/ByteSource/PieceStore/TransferSession/ImportPlan/event envelope/package),src/modelnet/verified_manifest.h;src/modelnet/byte_source.h;src/modelnet/piece_store.h;src/modelnet/transfer_session.h;src/modelnet/import_plan.h;src/modelnet/event_journal.h;src/modelnet/package_core.h,VerifiedManifest;ByteSource;PieceStore;TransferSession;ImportPlan;ModelEvent;DecodedBtxPackage,src/test/modelnet_network02_tests.cpp,src/test/modelnet_network02_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,all seven headers exist as single definitions
S-2.2-04,2.2,no two agents independently design a second scheduler/identity/storage interface,src/modelnet/upload_scheduler.h;src/modelnet/piece_store.h,UploadScheduler;PieceStore,src/test/modelnet_network02_audit_tests.cpp,audit/architecture-canonicalization.md,IMPLEMENTED_WITH_GAP,continue-20260917-round3,upload_scheduler.cpp and upload_scheduler_drr.cpp coexist; DRR is the admission path but two files remain
S-2.2-05,2.2,separate worktrees or disjoint files per lane,n/a,n/a,n/a,audit/final-convergence-baseline.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,single tree with disjoint files this round; one compile tree per disk rule
S-2.3-01,2.3,Phase A repairs verification/admission and scheduler boundary first,src/modelnet/verified_manifest.cpp;src/modelnet/transfer_session.cpp,VerifyManifestAgainstRequest;TransferSession,src/test/modelnet_network02_tests.cpp,audit/final-convergence-handoff.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-2.3-02,2.3,Phases B-F sequenced (storage/imports -> adapters -> packages/events/discovery -> erasure/bootstrap -> journeys),audit/final-convergence-handoff.md,n/a,n/a,audit/final-convergence-handoff.md,IMPLEMENTED_WITH_GAP,continue-20260917-round3,Phase F combined whole-user journeys only partly executed (see S-22.2 rows)
S-2.3-03,2.3,every change includes native tests or a named integration-test dependency,src/test/modelnet_*.cpp,n/a,src/test/modelnet_network02_tests.cpp;src/test/modelnet_convergence_tests.cpp,audit/cr11-native-acceptance.csv,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,124 modelnet test files registered
S-2.3-04,2.3,sanitizers run on shared-state paths,n/a,n/a,n/a,audit/hcp-not-run.md,MISSING,continue-20260917-round3,no ASan/TSan tree; forbidden by the one-compile-tree disk rule this round
S-2.3-05,2.3,error injection at persistence boundaries,src/modelnet/store.cpp;src/modelnet/multipart_journal.cpp,MultipartJournal,src/test/modelnet_network02_audit_tests.cpp;src/test/modelnet_n02_journey2_iso_tests.cpp,src/test/modelnet_n02_journey2_iso_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,multipart restart/abort injection proven
S-2.3-06,2.3,local evidence published under a run ID binding SHA/flags/environment/fixture hashes,audit/final-convergence-baseline.md;audit/acceptance-matrix-0.34.8.csv,n/a,n/a,audit/final-convergence-baseline.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-2.3-07,2.3,a logged PASS string is insufficient; final state asserted by independent inspection,audit/acceptance-matrix-notes.md,n/a,src/test/modelnet_unique_todo_tests.cpp,audit/skipped-and-partial-2026-09-17.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,unique-todo cases assert reported status not a log line
S-3.1-01,3.1,existing rarity picker/endgame/window/availability/PEX/routing/NAT/store/governor/search/finance preserved,src/modelnet/piece_picker.cpp;src/modelnet/provider_exchange.cpp;src/modelnet/model_nat.cpp;src/modelnet/search.cpp,PickRarestFirst;RequestWindowBytes;CompactPieceRanges,src/test/modelnet_swarm_tests.cpp;src/test/modelnet_search_tests.cpp,src/test/modelnet_swarm_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,no primitive removed
S-3.1-02,3.1,a library primitive is distinguished from a live integrated transfer loop,audit/r1-swarm.md,n/a,src/test/modelnet_r1_swarm_tests.cpp,audit/r1-swarm.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,r1-swarm.md states the live 4-node swarm is NOT proven
S-3.1-03,3.1,the earlier claim that adaptive behavior was already wired is corrected not repeated,audit/r1-swarm.md;audit/final-convergence-operator-report.md,n/a,src/test/modelnet_r1_swarm_tests.cpp,audit/r1-swarm.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-3.1-04,3.1,the fix closes the integration gap rather than adding another standalone picker,src/modelnet/transfer_session.cpp,TransferSession,src/test/modelnet_convergence_tests.cpp,audit/architecture-canonicalization.md,IMPLEMENTED_WITH_GAP,continue-20260917-round3,session added; RetrieveFreeFromPeer still calls the picker once with empty metrics
S-3.2-00,3.2,all eight release-blocking findings V-01..V-08 dispositioned,src/modelnet/,n/a,src/test/modelnet_vstar_regression_tests.cpp,audit/final-convergence-operator-report.md,IMPLEMENTED_WITH_GAP,continue-20260917-round3,V-05 and V-07 remain WITH_GAP; V-06 unproven; see the V-* rows
S-3.3-01,3.3,actual handlers and callers inspected not headers/docs/unit tests alone,audit/final-convergence-operator-report.md,n/a,n/a,audit/final-convergence-operator-report.md,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-3.3-02,3.3,getmodel chain traced: manifest -> schedule -> read -> commit -> persist -> announce,src/modelnet/helper.cpp;src/modelnet/catalog.cpp;src/modelnet/store.cpp,DispatchHelperRpc;PutFetchedPiece;PutVerifiedPiece,src/test/modelnet_network02_tests.cpp,src/test/modelnet_network02_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-3.3-03,3.3,import chain traced: pin -> quarantine -> validate -> canonical -> durable -> publish,src/modelnet/import_coordinator.cpp;src/modelnet/import_plan.cpp,ImportCoordinator;ImportPhase,src/test/modelnet_network02_import_tests.cpp;src/test/modelnet_r3_import_tests.cpp,src/test/modelnet_r3_import_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-3.3-04,3.3,host-auto / free grants / economic observation / shutdown paths included,src/modelnet/auto_storage.cpp;src/modelnet/free_grant.cpp,FreeGrant;AllowPayloadStorage,src/test/modelnet_hosting_tests.cpp;src/test/modelnet_free_remaining_tests.cpp,src/test/modelnet_hosting_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
S-3.3-05,3.3,each claimed feature cross-referenced to a call site and a failing-before regression,src/test/modelnet_vstar_regression_tests.cpp,n/a,src/test/modelnet_vstar_regression_tests.cpp,src/test/modelnet_vstar_regression_tests.cpp,IMPLEMENTED_WITH_GAP,continue-20260917-round3,regressions exist for confirmed V-star defects; not for every claimed feature
S-4.1-01,4.1,libtorrent choker lesson adopted: slots from observed rates not connection count,src/modelnet/upload_scheduler_drr.cpp,UploadSchedulerDrr,src/test/modelnet_convergence_tests.cpp;src/test/modelnet_upload_scale_tests.cpp,src/test/modelnet_convergence_tests.cpp,IMPLEMENTED_AND_PROVEN,continue-20260917-round3,
